Url	Label	Score
https://www.ohloh.net/p/10760	_cse_qlsdpvmhhdi	.7
https://www.ohloh.net/p/27157	_cse_qlsdpvmhhdi	.7
https://www.ohloh.net/p/316955	_cse_qlsdpvmhhdi	.7
https://www.ohloh.net/p/500	_cse_qlsdpvmhhdi	.7
https://www.ohloh.net/p/7071	_cse_qlsdpvmhhdi	.7
https://www.ohloh.net/p/7072	_cse_qlsdpvmhhdi	.7
https://www.ohloh.net/p/9001	_cse_qlsdpvmhhdi	.7
https://www.ohloh.net/p/9073	_cse_qlsdpvmhhdi	.7
https://www.ohloh.net/p/9076	_cse_qlsdpvmhhdi	.7
https://www.ohloh.net/p/aarp	_cse_qlsdpvmhhdi	.7
https://www.ohloh.net/p/afp	_cse_qlsdpvmhhdi	.7
https://www.ohloh.net/p/aocwillouer	_cse_qlsdpvmhhdi	.7
https://www.ohloh.net/p/ask-bob	_cse_qlsdpvmhhdi	.7
https://www.ohloh.net/p/avern	_cse_qlsdpvmhhdi	.7
https://www.ohloh.net/p/banpan	_cse_qlsdpvmhhdi	.7
https://www.ohloh.net/p/bebopframework	_cse_qlsdpvmhhdi	.7
https://www.ohloh.net/p/beboptools	_cse_qlsdpvmhhdi	.7
https://www.ohloh.net/p/bilisim-sozluk	_cse_qlsdpvmhhdi	.7
https://www.ohloh.net/p/bracetax	_cse_qlsdpvmhhdi	.7
https://www.ohloh.net/p/BRILLANT	_cse_qlsdpvmhhdi	.7
https://www.ohloh.net/p/Brilliant	_cse_qlsdpvmhhdi	.7
https://www.ohloh.net/p/calendarLib	_cse_qlsdpvmhhdi	.7
https://www.ohloh.net/p/cameleon2	_cse_qlsdpvmhhdi	.7
https://www.ohloh.net/p/camengine	_cse_qlsdpvmhhdi	.7
https://www.ohloh.net/p/camlcss	_cse_qlsdpvmhhdi	.7
https://www.ohloh.net/p/camleon	_cse_qlsdpvmhhdi	.7
https://www.ohloh.net/p/camlflickr	_cse_qlsdpvmhhdi	.7
https://www.ohloh.net/p/caml-get	_cse_qlsdpvmhhdi	.7
https://www.ohloh.net/p/camomile	_cse_qlsdpvmhhdi	.7
